id,category,matched_actions,scene_id,persona_id,query
N290,日历+导航,查询日程；跳转日程；跳转去导航,schedule_location_navigation,field_sales_worker,周末一早要去公司参加培训会。想要一个日程导航卡片，把当天剩下的安排放上去，方便随时核对，另外点一下能直接导航去公司，别让我来回切应用。
N291,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,晚上想听点轻松的早点睡，想整一个晚安小组件，把收藏里的轻音乐入口放上去，同时把明早的闹钟入口放上去，点一下能查看，操作尽量直接一点。
N292,备忘录+闹钟,跳转到备忘录；跳具体的tab页（跳转世界时钟、秒表、计时器）,pet_fed_tracker,forgetful_living_senior,今天家里人轮流照顾宠物。请帮我做个宠物记录卡片，显示备忘里的喂食情况，别让我重复喂，同时把计时器入口放上去，点一下就能开始准备，把最重要的放前面。
N293,备忘录+运动健康,跳转到备忘录；跳转锻炼时长页,memo_sport_execution,freelance_home_worker,最近想按计划把运动坚持下来，想要一个锻炼清单卡片，把今天要做的事放上去，点一下查看备忘详情，同时把本次运动时长和热量放在一起，操作尽量直接一点。
N294,备忘录+电话,跳转到备忘录；拨打电话,memo_call_briefing,retired_senior,请帮我做个联络要点卡片，马上要和客户沟通，把沟通记录和备忘入口放在一起，另外留一个一键联系入口，方便马上沟通，别让我来回切应用。
N295,电话+导航,跳转去导航；拨打电话,arrival_contact_navigation,novice_driver,赶去公司开会，路上可能会晚。帮我做个导航联系卡片，把当前位置到公司的路线入口放在一起，再点一下就能联系对方，不用再翻通讯录，信息简单点就行。
N296,电池+运动健康,跳转到电池设置页面；跳转锻炼时长页,outdoor_sport_device_guard,college_exam_student,户外训练时间会比较长。给我来个运动续航卡片，让我先确认手机还有多少电，也能进入电池设置，另外让我先确认今天练了多久，也能进入运动记录，我想少点几下。
N297,天气+备忘录+相机,跳转到备忘录；查询天气状况；跳转到相机界面,photo_trip_check,freelance_creator,给我做个外拍准备卡片，准备做外拍，想把清单和开拍入口放一起，先告诉我清单还缺什么，点一下看详情，再看看当地天气、体感温度和会不会下雨，同时把相机入口放上去，适合时马上开拍，赶时间时也方便用。
N298,日历+相机,查询日程；跳转日程；跳转到相机界面,spot_shooting_return,frequent_business_traveler,今天八点有一场短视频拍摄。帮我做个摄影安排卡片，先显示最近一项日程和开始时间，另外让我从卡片直接进入相机，临时要用时别绕太多层。
N299,日历+导航,查询日程；跳转日程；跳转去导航,schedule_location_navigation,field_sales_worker,早会不能迟到，想早点看路线。给我做个上班行程小组件，把明天的安排和提醒时间带上，另外点一下能直接导航去公司，把最重要的放前面。
N300,电话+导航,跳转去导航；拨打电话,arrival_contact_navigation,novice_driver,去公司前想把路线和联系人放一起。想要一个导航联系卡片，让我从当前位置马上开始去公司导航，再留一个一键联系入口，方便马上沟通，最好一眼就能看明白。
N301,相机+位置,跳转到相机界面,spot_shooting_return,short_trip_errand_user,给我做个外拍位置卡片，走到陌生街区想随手拍一下，显示我现在的位置，方便确认从哪里出发，另外到地方后能快速打开相机，别让我来回切应用。
N302,音乐+系统设置,跳转到每日30首和收藏页面,headset_music_shortcut,mobile_gamer,给我来个音乐快捷卡片，上车后不想再翻手机，把耳机连接和电量状态放在一起，再点一下打开每日推荐或收藏歌单，信息简单点就行。
N303,位置+导航,跳转去导航,current_location_navigation,novice_driver,晚上结束工作准备回去。想要一个返程小组件，把当前所在位置放上去，另外把回家路线入口放上去，最好一眼就能看明白。
N304,日历+天气,查询日程；跳转日程；查询天气状况,schedule_weather_prep,freelance_creator,帮我做个日程天气卡片，下午要赶去客户那边，先告诉我下一场会是什么时候，还能直接看日程，再让我先看天气和温度，再决定是否出门。
N305,日历+系统设置,查询日程；跳转日程；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,focus_before_meeting,senior_programmer,开部门例会前想先把状态调整好。来个会前小组件，显示临近会议的名称和时间，并留一个日程入口，同时把模式切换放在顺手的位置，别让我来回切应用。
N306,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,gen_z_student,帮我做个助眠提醒卡片吧，明早要早起，今晚想早点休息，保留一个睡前歌单入口，再把闹钟入口留出来，方便确认明早时间，信息简单点就行。
N307,天气+备忘录,跳转到备忘录；查询天气状况,trip_luggage_weather,household_stockpiler,准备短途出行，怕漏带东西。帮我做个行李天气小组件，把出门前要带的东西列出来，也能打开备忘录，再显示现在的天气、体感和预警信息。
N308,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,freelance_home_worker,开始运动前想先确认状态，想要一个训练听歌小组件，把运动时长和当前状态放上去，另外留一个常听歌单入口，戴上耳机就能打开，把最重要的放前面。
N309,备忘录+导航,跳转到备忘录；跳转去导航,memo_location_navigation,freelance_creator,帮我做个备忘导航小组件，外出办完事准备回家，先告诉我清单还缺什么，点一下看详情，另外显示当前位置后可以马上导航回家，临时要用时别绕太多层。
N310,天气+位置,查询天气状况,weather_location_shooting_decision,delivery_ride_worker,在外面选拍摄地点，拿不准天气。做个位置天气卡片，把出发位置和当前位置放在一起，再显示现在的天气、体感和预警信息，临时要用时别绕太多层。
N311,日历+运动健康,查询日程；跳转日程；跳转锻炼时长页,schedule_sport_readiness,internet_overtime_worker,帮我做个锻炼计划卡片，晚上有训练安排，想先看看今天状态，把接下来的安排和时间放在一起，点一下能看日程，再让我先确认今天练了多久，也能进入运动记录，临时要用时别绕太多层。
N312,日历+相机,查询日程；跳转日程；跳转到相机界面,spot_shooting_return,frequent_business_traveler,拍摄安排快到了。想要一个到点开拍小组件，先显示最近一项日程和开始时间，另外准备好后点一下直接开相机，把最重要的放前面。
N313,天气+备忘录,跳转到备忘录；查询天气状况,trip_luggage_weather,market_grocery_buyer,周末要出趟门，行李还没收完，请帮我做个行李天气小组件，把备忘里的准备清单带上，点一下能查看原文，另外告诉我出门时是什么天气，有预警就提醒，信息简单点就行。
N314,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,freelance_home_worker,健身时不想来回切应用，给我做个运动音乐卡片，把本次运动时长和热量放在一起，同时让我运动时能快速进入常听音乐，最好一眼就能看明白。
N315,电池+相机,跳转到电池设置页面；跳转到相机界面,shooting_battery_check,freelance_creator,想要一个开拍准备卡片，出门拍摄前发现电量一般，显示手机电量和是否在充电，再点一下就能开相机，别让我现场再找，赶时间时也方便用。
N316,电话+电池,跳转到电池设置页面；拨打电话,low_battery_safety_contact,car_commuter,手机电量不多了，还在外面，想要一个电量电话卡片，告诉我剩余电量，点一下再看电池详情，另外保留一键联络，电量不多时少操作几步，把最重要的放前面。
N317,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,明早要早起，今晚想早点休息。帮我做个助眠提醒卡片吧，点一下进入收藏歌单，不用再找音乐，另外让我看完安排后能直接去看闹钟，别让我来回切应用。
N318,闹钟+音乐+系统设置,跳转到每日30首和收藏页面；跳转闹钟；模式切换（免打扰、睡眠、学习）,sleep_music_alarm,gen_z_student,加班结束后想一次做好睡前准备。想整一个完整晚安卡片，点一下打开我常听的助眠歌单，同时点一下就能打开明早的闹钟，另外保留睡眠模式切换，避免继续被消息打扰，操作尽量直接一点。
N319,音乐+系统设置,模式切换（免打扰、睡眠、学习）；跳转到每日30首和收藏页面,music_focus_sleep,mobile_gamer,给我来个睡前音乐卡片，睡前不想继续刷手机，把睡眠模式入口放上去，再让我睡前能快速进入常听歌单，我想少点几下。
N320,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,fitness_runner,午休前想放点舒缓音乐。给我做个助眠提醒卡片，让我从卡片直接打开助眠音乐，同时把闹钟入口留出来，方便确认明早时间，操作尽量直接一点。
N321,天气+备忘录,跳转到备忘录；查询天气状况,trip_luggage_weather,market_grocery_buyer,我想要一个出行清单卡片，出差前想把清单和天气一起过一遍，显示备忘里的重点项目和未完成项，再把当前天气和空气情况放上去，临时要用时别绕太多层。
N322,电池+运动健康,跳转到电池设置页面；跳转锻炼时长页,outdoor_sport_device_guard,college_exam_student,准备出去徒步，手机电量看着不多。帮我做个户外设备小组件吧，告诉我剩余电量，点一下再看电池详情，另外把运动时长和当前状态放上去。
N323,备忘录+导航,跳转到备忘录；跳转去导航,memo_location_navigation,freelance_creator,外出办完事准备回家，想要一个办事返程卡片，让我核对清单还有什么没准备，再显示当前位置后可以马上导航回家，临时要用时别绕太多层。
N324,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,internet_overtime_worker,给我做个助眠提醒卡片，加班结束后脑子还停不下来，把收藏里的轻音乐入口放上去，再让我顺手核对起床闹钟，最好一眼就能看明白。
N325,相机+位置,跳转到相机界面,spot_shooting_return,short_trip_errand_user,找到合适位置后想马上开拍。想要一个取景小组件，显示我现在的位置，方便确认从哪里出发，另外保留一个明显的拍摄入口，别让我来回切应用。
N326,位置+导航,跳转去导航,current_location_navigation,novice_driver,晚上结束工作准备回去。帮我做个返程小组件，显示当前位置，方便家里人知道我在哪，同时从当前位置直接导航回家，把最重要的放前面。
N327,位置+导航,跳转去导航,current_location_navigation,novice_driver,晚上结束工作准备回去，给我做个位置导航卡片，把当前位置作为后续安排的参考，另外需要返程时能直接打开回家导航，临时要用时别绕太多层。
N328,备忘录+系统设置,跳转到备忘录；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,memo_focus_setup,office_worker,想要一个待办专注卡片，今晚要把积压的事情收尾，先列出备忘里的重点事项和提醒时间，同时保留一个专注开关，避免中途被打断，临时要用时别绕太多层。
N329,电池+相机,跳转到电池设置页面；跳转到相机界面,shooting_battery_check,frequent_business_traveler,到现场后想直接开拍，想要一个拍摄续航卡片，先看看手机还剩多少电，再决定后面的安排，另外让我少点几步就能进入相机，把最重要的放前面。
N330,天气+位置,查询天气状况,weather_location_shooting_decision,delivery_ride_worker,弄个位置天气卡片，到陌生地方后想先看当前位置和天气，显示当前位置，方便家里人知道我在哪，先看看天气是否适合在外面待一阵，把最重要的放前面。
N331,电话+位置,拨打电话,low_battery_safety_contact,forgetful_living_senior,一个人在外面，想让家里知道位置。麻烦做个位置联络卡片，让我一眼看到当前所在地点，另外需要帮助时能直接给家人打电话，别让我来回切应用。
N332,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,晚上想听点轻松的早点睡，想整一个音乐闹钟卡片，让我从卡片直接打开助眠音乐，同时让我顺手核对起床闹钟。
N333,相机+位置,跳转到相机界面,spot_shooting_return,short_trip_errand_user,找到合适位置后想马上开拍，给我做个外拍位置卡片，让我一眼看到当前所在地点，另外保留一个明显的拍摄入口，别让我来回切应用。
N334,备忘录+电话,跳转到备忘录；拨打电话,memo_call_briefing,new_parent,马上要和客户沟通。我想要一个电话备忘卡片，把备忘里的沟通要点放上去，点一下能看原文，另外需要时能直接给对方打电话，赶时间时也方便用。
N335,闹钟+系统设置,跳转闹钟；模式切换（免打扰、睡眠、学习）,bedtime_tomorrow_plan,fitness_runner,晚上不想再被消息吵到，帮我做个睡前设置卡片，让我看完安排后能直接去看闹钟，再保留睡眠模式切换，避免继续被消息打扰，最好一眼就能看明白。
N336,日历+系统设置,查询日程；跳转日程；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,focus_before_meeting,senior_programmer,下一场培训会快开始了，来个会前小组件，让我一眼看到会议标题和时间，点一下查看详情，同时把专注模式入口放上去，开始前直接切换。
N337,日历+闹钟+系统设置,查询日程；跳转日程；跳转闹钟；模式切换（免打扰、睡眠、学习）,bedtime_tomorrow_plan,office_worker,给我做个早起准备小组件，睡前想一次确认明天日程和起床准备，先显示最近一项日程和开始时间，另外让我看完安排后能直接去看闹钟，再保留睡眠模式切换，避免继续被消息打扰，临时要用时别绕太多层。
N338,闹钟+系统设置,跳转闹钟；模式切换（免打扰、睡眠、学习）,bedtime_tomorrow_plan,gen_z_student,帮我做个闹钟模式小组件吧，准备睡了，明早还有安排，把明早的闹钟入口放上去，点一下能查看，再准备睡觉时少点几步就能安静下来，最好一眼就能看明白。
N339,天气+备忘录,跳转到备忘录；查询天气状况,trip_luggage_weather,household_stockpiler,帮我做个出门准备卡片，准备短途出行，怕漏带东西，把出门前要带的东西列出来，也能打开备忘录，同时显示现在的天气、体感和预警信息，赶时间时也方便用。
N340,日历+运动健康,查询日程；跳转日程；跳转锻炼时长页,schedule_sport_readiness,internet_overtime_worker,准备按日程去锻炼，想要一个运动安排卡片，先显示最近一项日程和开始时间，另外显示今天的活动进度，点一下查看锻炼详情，操作尽量直接一点。
N341,天气+电池,查询天气状况；跳转到电池设置页面,weather_battery_protect,night_market_vendor,极端天气出门前想检查设备。弄个出门状态卡片，显示会不会下雨，有恶劣天气就标出来，再显示手机电量和是否在充电，别让我来回切应用。
N342,闹钟+运动健康,跳转睡眠页；跳转闹钟,sleep_alarm_adjust,young_chronic_medication_user,准备睡觉前想看看最近休息情况。给我做个作息调整小组件，把昨晚的睡眠结果和详情入口放在一起，另外显示最近的起床提醒，并能打开闹钟，最好一眼就能看明白。
N343,音乐+系统设置,模式切换（免打扰、睡眠、学习）；跳转到每日30首和收藏页面,music_focus_sleep,mobile_gamer,睡前不想继续刷手机，帮我做个助眠小组件吧，准备睡觉时少点几步就能安静下来，另外让我从卡片直接打开助眠音乐，赶时间时也方便用。
N344,相机+导航,跳转到相机界面；跳转去导航,spot_shooting_return,short_trip_errand_user,今天外拍不想来回找应用。帮我做个开拍回家卡片，把相机入口放上去，适合时马上开拍，再把回家路线入口放上去，把最重要的放前面。
N345,相机+位置,跳转到相机界面,spot_shooting_return,frequent_business_traveler,在外面看到不错的取景点，给我做个外拍位置卡片，让我一眼看到当前所在地点，同时准备好后点一下直接开相机，别让我来回切应用。
N346,位置+导航,跳转去导航,current_location_navigation,novice_driver,到陌生地方后想确认返程路线，给我做个返程小组件，把当前位置作为后续安排的参考，另外留一个明显的回家导航入口。
N347,位置+导航,跳转去导航,current_location_navigation,novice_driver,给我做个返程小组件，晚上结束工作准备回去，显示我现在的位置，方便确认从哪里出发，同时让我从卡片直接开始返程导航，信息简单点就行。
N348,日历+相机,查询日程；跳转日程；跳转到相机界面,spot_shooting_return,college_exam_student,拍摄安排快到了，帮我做个摄影安排卡片吧，显示下一项安排的名称、时间和日程入口，再让我从卡片直接进入相机。
N349,运动健康+系统设置,跳转锻炼时长页；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,sport_focus_mode,gen_z_student,帮我做个锻炼状态卡片吧，进健身房后想专心练一会儿，看看今天的运动状态和锻炼时长，点一下能看详情，再让我少点几步就能开启专注，赶时间时也方便用。
N350,日历+电话,查询日程；跳转日程；拨打电话,schedule_quick_contact,office_worker,给我做个日程联系卡片，下一项日程需要提前联系对方，让我一眼看到会议标题和时间，点一下查看详情，同时把联系人和拨号入口放在一起。
N351,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,freelance_home_worker,帮我做个训练听歌小组件，今天训练想配个熟悉的歌单，先看看今天的训练记录，再决定下一步，同时让我运动时能快速进入常听音乐，别让我来回切应用。
N352,备忘录+电话,跳转到备忘录；拨打电话,memo_call_briefing,retired_senior,准备给房东打电话确认事情，麻烦做个沟通准备小组件，让我先过一遍记录的重点，也能打开备忘录，同时让我确认联系人后直接拨过去，操作尽量直接一点。
N353,备忘录+闹钟,跳转到备忘录；跳具体的tab页（跳转世界时钟、秒表、计时器）,memo_timed_reminder,young_chronic_medication_user,忙起来总记不住下一件事，想要一个事项提醒卡片，把备忘标题和未完成事项放在一起，另外到点前让我能快速进入计时器，操作尽量直接一点。
N354,电池+导航,跳转到电池设置页面；跳转去导航,low_battery_trip_guard,car_commuter,手机电量不多了还得赶回家，想要一个低电量返程卡片，把电量状态放在最显眼的位置，也保留详情入口，另外从当前位置直接导航回家，临时要用时别绕太多层。
N355,备忘录+电话,跳转到备忘录；拨打电话,memo_call_briefing,new_parent,回电前想先看一下之前的记录。请帮我做个沟通准备小组件，先列出备忘里的关键内容和待确认事项，再让我确认联系人后直接拨过去，信息简单点就行。
N356,备忘录+闹钟,跳转到备忘录；跳具体的tab页（跳转世界时钟、秒表、计时器）,memo_timed_reminder,new_parent,临时事情多，怕错过计时。麻烦做个定时待办小组件，先列出备忘里的重点事项和提醒时间，再点一下能打开计时器查看剩余时间，把最重要的放前面。
N357,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,晚上想听点轻松的早点睡，想整一个晚安小组件，保留一个睡前歌单入口，再把起床提醒和闹钟入口放在一起，操作尽量直接一点。
N358,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,freelance_home_worker,开始运动前想先确认状态。给我做个训练听歌小组件，先看看今天的训练记录，再决定下一步，另外点一下能直接进我收藏的歌单，赶时间时也方便用。
N359,备忘录+运动健康,跳转到备忘录；跳转锻炼时长页,memo_sport_execution,retired_senior,我想要一个锻炼清单卡片，最近想按计划把运动坚持下来，让我看清剩下的待办，需要时能进备忘录，再让我快速看运动数据和完成情况。
N360,备忘录+运动健康,跳转到备忘录；跳转锻炼时长页,memo_sport_execution,young_chronic_medication_user,想要一个训练执行卡片，下班后准备完成训练清单，把今天要做的事放上去，点一下查看备忘详情，同时显示今天的活动进度，点一下查看锻炼详情，赶时间时也方便用。
N361,天气+位置,查询天气状况,weather_location_shooting_decision,night_market_vendor,准备在附近活动一会儿。来个户外决策小组件，把当前位置作为后续安排的参考，再告诉我出门时是什么天气，有预警就提醒，赶时间时也方便用。
N362,日历+运动健康,查询日程；跳转日程；跳转锻炼时长页,schedule_sport_readiness,internet_overtime_worker,今晚十点约了夜跑，帮我做个运动安排卡片，把当天剩下的安排放上去，方便随时核对，同时显示今天的活动进度，点一下查看锻炼详情，操作尽量直接一点。
N363,日历+闹钟,查询日程；跳转日程；跳转闹钟,schedule_wakeup_check,teacher_trainer,给我做个明早提醒卡片，睡前想确认明早几点起，把明天的安排和提醒时间带上，再让我看完安排后能直接去看闹钟，最好一眼就能看明白。
N364,电池+系统设置,跳转到电池设置页面；一键开启省电模式,low_battery_outdoor,senior_programmer,出门前发现手机电量不太多。弄个低电量小组件，显示手机电量和是否在充电，另外需要续航时能从卡片开启省电。
N365,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,fitness_runner,晚上想听点轻松的早点睡。帮我做个助眠提醒卡片，让我从卡片直接打开助眠音乐，再点一下就能打开明早的闹钟，信息简单点就行。
N366,音乐+系统设置,模式切换（免打扰、睡眠、学习）；跳转到每日30首和收藏页面,music_focus_sleep,mobile_gamer,睡前不想继续刷手机。帮我做个睡前音乐卡片吧，把晚间模式入口放在顺手的位置，同时把晚间常听的音乐放在顺手的位置，最好一眼就能看明白。
N367,运动健康+系统设置,跳转锻炼时长页；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,sport_focus_mode,gen_z_student,进健身房后想专心练一会儿。想整一个训练模式小组件，显示步数、运动时间和消耗情况，再开会或训练前可以直接打开免打扰，最好一眼就能看明白。
N368,天气+位置,查询天气状况,weather_location_shooting_decision,delivery_ride_worker,弄个当前位置天气卡片，在外面选拍摄地点，拿不准天气，把当前所在位置放上去，另外先看看天气是否适合在外面待一阵，信息简单点就行。
N369,备忘录+相机,跳转到备忘录；跳转到相机界面,photo_trip_check,co_renting_young_adult,帮我做个器材备忘卡片吧，出门做探店拍摄前想过一遍器材清单，让我快速过一遍准备清单和提醒，另外把相机入口放上去，适合时马上开拍。
N370,备忘录+电话,跳转到备忘录；拨打电话,memo_call_briefing,forgetful_living_senior,准备给房东打电话确认事情。请帮我做个联络要点卡片，让我在联系对方前快速看一遍备忘，另外需要时能直接给对方打电话，赶时间时也方便用。
N371,闹钟+系统设置,跳转闹钟；模式切换（免打扰、睡眠、学习）,bedtime_tomorrow_plan,office_worker,明天要早起，想把睡前设置一次弄好，想要一个晚间安排卡片，让我看完安排后能直接去看闹钟，再到休息时间可以直接打开睡眠模式，赶时间时也方便用。
N372,日历+系统设置,查询日程；跳转日程；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,focus_before_meeting,senior_programmer,今天八点有评审会。做个日程专注卡片，把接下来的会议时间列出来，也保留日程入口，另外需要专心时能一键打开免打扰，我想少点几下。
N373,电话+导航,跳转去导航；拨打电话,arrival_contact_navigation,novice_driver,去公司前想把路线和联系人放一起，给我做个到达前联系卡片，让我从当前位置马上开始去公司导航，再把联系人和拨号入口放在一起，信息简单点就行。
N374,相机+位置,跳转到相机界面,spot_shooting_return,short_trip_errand_user,在外面看到不错的取景点，帮我做个外拍位置卡片，把当前所在位置放上去，同时保留一个明显的拍摄入口。
N375,闹钟+运动健康,跳转睡眠页；跳转闹钟,sleep_alarm_adjust,young_chronic_medication_user,给我做个早起睡眠卡片，明天有早安排，想先核对睡眠和闹钟，把昨晚的睡眠结果和详情入口放在一起，再让我顺手核对起床闹钟，临时要用时别绕太多层。
N376,天气+电池,查询天气状况；跳转到电池设置页面,weather_battery_protect,field_sales_worker,下雨天要长时间用手机。想要一个设备保护小组件，把当前天气和预警信息放上去，先看看手机还剩多少电，再决定后面的安排，操作尽量直接一点。
N377,相机+位置,跳转到相机界面,spot_shooting_return,freelance_creator,想要一个取景小组件，做探店拍摄时要确认当前地点，把出发位置和当前位置放在一起，另外让我少点几步就能进入相机，临时要用时别绕太多层。
N378,电池+运动健康,跳转到电池设置页面；跳转锻炼时长页,outdoor_sport_device_guard,college_exam_student,户外训练时间会比较长，给我来个运动续航卡片，显示剩余电量和充电状态，点一下能看电池详情，再让我快速看运动数据和完成情况，我想少点几下。
N379,备忘录+运动健康,跳转到备忘录；跳转锻炼时长页,memo_sport_execution,retired_senior,下班后准备完成训练清单。麻烦做个训练执行卡片，显示备忘里的安排，并保留备忘录入口，再看看今天的运动状态和锻炼时长，点一下能看详情，赶时间时也方便用。
N380,日历+运动健康,查询日程；跳转日程；跳转锻炼时长页,schedule_sport_readiness,internet_overtime_worker,想要一个训练日程小组件，晚上有训练安排，想先看看今天状态，把明天的安排和提醒时间带上，同时把运动时长和当前状态放上去，赶时间时也方便用。
N381,备忘录+导航,跳转到备忘录；跳转去导航,memo_location_navigation,freelance_creator,备忘里的事情处理完了。帮我做个备忘导航小组件，让我核对清单还有什么没准备，再显示当前位置后可以马上导航回家，最好一眼就能看明白。
N382,天气+位置,查询天气状况,weather_location_shooting_decision,night_market_vendor,在外面选拍摄地点，拿不准天气，来个位置天气卡片，显示我现在的位置，方便确认从哪里出发，同时把会不会下雨和天气提醒放在一起，操作尽量直接一点。
N383,日历+电话,查询日程；跳转日程；拨打电话,schedule_quick_contact,office_worker,下一项日程需要提前联系对方。想要一个安排确认卡片，让我先看清几点开什么会，点一下还能进日程，另外留一个一键联系入口，方便马上沟通，赶时间时也方便用。
N384,电话+导航,跳转去导航；拨打电话,arrival_contact_navigation,car_commuter,快到出发时间，还需要联系对方，想要一个到达前联系卡片，把当前位置到公司的路线入口放在一起，同时保留快速联系按钮，临时有事能及时沟通，赶时间时也方便用。
N385,位置+导航,跳转去导航,current_location_navigation,car_commuter,想要一个返程小组件，到陌生地方后想确认返程路线，显示我此刻的位置，别让我手动再找，再让我从卡片直接开始返程导航。
N386,备忘录+运动健康,跳转到备忘录；跳转锻炼时长页,memo_sport_execution,retired_senior,麻烦做个运动待办小组件，下班后准备完成训练清单，显示备忘内容和最近提醒，方便继续处理，另外先看看今天的训练记录，再决定下一步，操作尽量直接一点。
N387,备忘录+闹钟,跳转到备忘录；跳具体的tab页（跳转世界时钟、秒表、计时器）,pet_fed_tracker,forgetful_living_senior,出门后突然想不起宠物喂过没有，我想要一个宠物记录卡片，让我确认今天的照顾事项做没做，再需要计时时能直接打开计时器，最好一眼就能看明白。
N388,日历+天气,查询日程；跳转日程；查询天气状况,schedule_weather_prep,field_sales_worker,帮我做个出门安排小组件，今晚要去外面参加家长会，显示下一场会议和开始时间，需要时能打开日程，另外告诉我出门时是什么天气，有预警就提醒，操作尽量直接一点。
N389,音乐+系统设置,跳转到每日30首和收藏页面,headset_music_shortcut,mobile_gamer,通勤路上刚戴上耳机。给我来个通勤听歌小组件，先告诉我耳机有没有连上，再让我从卡片直接进入收藏音乐。
N390,天气+备忘录,跳转到备忘录；查询天气状况,trip_luggage_weather,newlywed_household_manager,今天要出趟门，行李还没收完，帮我做个行李天气小组件，把备忘中的注意事项放在一起，另外显示现在的天气、体感和预警信息，赶时间时也方便用。
N391,天气+电池,查询天气状况；跳转到电池设置页面,weather_battery_protect,delivery_ride_worker,极端天气出门前想检查设备，做个天气电量卡片，告诉我天气是否会影响接下来的安排，同时让我先确认手机还有多少电，也能进入电池设置，把最重要的放前面。
N392,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,fitness_runner,午休前想放点舒缓音乐。帮我做个助眠提醒卡片，点一下打开我常听的助眠歌单，再把起床提醒和闹钟入口放在一起，最好一眼就能看明白。
N393,天气+电池,查询天气状况；跳转到电池设置页面,weather_battery_protect,night_market_vendor,高温天准备在外面待很久，做个天气电量卡片，先看看天气是不是适合按原计划出门，再显示剩余电量和充电状态，点一下能看电池详情，我想少点几下。
N394,电话+电池,跳转到电池设置页面；拨打电话,low_battery_safety_contact,car_commuter,手机电量不多了，还在外面，想要一个低电量联络卡片，显示手机电量和是否在充电，另外把家人联系方式放上去，点一下就能拨号。
N395,备忘录+电话,跳转到备忘录；拨打电话,memo_call_briefing,new_parent,请帮我做个电话备忘卡片，回电前想先看一下之前的记录，显示备忘中的重点，避免临时忘词，另外保留快速联系按钮，临时有事能及时沟通，临时要用时别绕太多层。
N396,电池+运动健康,跳转到电池设置页面；跳转锻炼时长页,outdoor_sport_device_guard,college_exam_student,帮我做个运动续航卡片吧，准备出去跑步，手机电量看着不多，把电量状态放在最显眼的位置，也保留详情入口，同时让我先确认今天练了多久，也能进入运动记录，信息简单点就行。
N397,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,加班结束后脑子还停不下来。帮我做个音乐闹钟卡片吧，让我睡前能快速进入常听歌单，再让我看完安排后能直接去看闹钟，信息简单点就行。
N398,闹钟+系统设置,跳转闹钟；模式切换（免打扰、睡眠、学习）,bedtime_tomorrow_plan,gen_z_student,想整一个闹钟模式小组件，晚上不想再被消息吵到，把明早的闹钟入口放上去，点一下能查看，再把晚间模式入口放在顺手的位置，最好一眼就能看明白。
N399,电话+导航,跳转去导航；拨打电话,arrival_contact_navigation,novice_driver,帮我做个到达前联系卡片，快到出发时间，还需要联系对方，点一下直接进入去公司的导航，再让我从卡片直接拨打联系人电话，临时要用时别绕太多层。
N400,天气+备忘录,跳转到备忘录；查询天气状况,trip_luggage_weather,household_stockpiler,准备短途出行，怕漏带东西。给我做个出行清单卡片，把备忘里的准备清单带上，点一下能查看原文，同时看看当地天气、体感温度和会不会下雨，把最重要的放前面。
N401,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,fitness_runner,午休前想放点舒缓音乐，帮我做个音乐闹钟卡片，点一下打开我常听的助眠歌单，另外把闹钟入口留出来，方便确认明早时间，我想少点几下。
N402,日历+天气,查询日程；跳转日程；查询天气状况,schedule_weather_prep,field_sales_worker,接下来有场户外活动。想要一个日程天气卡片，显示下一场会议和开始时间，需要时能打开日程，再显示现在的天气、体感和预警信息，把最重要的放前面。
N403,相机+导航,跳转到相机界面；跳转去导航,spot_shooting_return,frequent_business_traveler,到地方要马上开拍，拍完就返程。给我做个外拍导航小组件，到地方后能快速打开相机，再把回家路线入口放上去，我想少点几下。
